species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-01767	Bifidobacterium sp.	9009	11	63.6363636364	85648	1394.38139638	69.6364336005
OTU-10135	Lactobacillus ruminis	284763	249	100.0	563614	287.786654165	14.3722774026
OTU-01769	Bifidobacterium sp.	82953	76	100.0	51009	90.5819560474	4.52372957934
OTU-01788	Bifidobacterium sp.	13704	16	93.75	5792	62.1600262697	3.10431747954
OTU-20438	Escherichia coli	3069	5	100.0	900	42.4330400782	2.11913726441
OTU-20408	Enterobacter cloacae	5328	10	80.0	875	24.0499249249	1.2010709584
OTU-20491	Klebsiella pneumoniae	4329	14	71.4285714286	457	15.3689073689	0.767534549933
OTU-04093	Libanicoccus HGM04093	38238	40	100.0	2794	10.7969036037	0.539205315593
OTU-01770	Bifidobacterium sp.	324933	298	99.3288590604	20097	9.11252165831	0.455086041049
OTU-20493	Klebsiella pneumoniae	11613	19	73.6842105263	457	5.72668561095	0.285994895896
OTU-04846	Prevotella HGM04846	9006	14	85.7142857143	274	4.38474350433	0.218977319037
OTU-12236	Coprococcus eutactus	295593	280	97.5	7795	3.8357843386	0.191561894109
OTU-05079	Prevotellamassilia sp.	325293	228	99.5614035088	7380	3.33085249298	0.166345225964
OTU-12863	DTU089 HGM12863	76347	78	87.1794871795	1208	2.28801393637	0.114265100618
OTU-20409	Enterobacter hormaechei	79326	91	61.5384615385	1227	2.2458588609	0.112159845111
OTU-12149	Lachnospiraceae sp.	20577	18	61.1111111111	267	1.88807892307	0.0942920515864
OTU-12485	Roseburia inulinivorans	576	2	50.0	7	1.80555555556	0.0901707738519
OTU-14006	Acidaminococcus fermentans	37521	38	94.7368421053	430	1.67221022894	0.0835114100602
OTU-12939	Ruminococcus sp.	28980	44	81.8181818182	325	1.62688060732	0.0812476153807
OTU-19512	Sutterella sp.	290154	274	95.2554744526	3207	1.62081859978	0.0809448742609
OTU-12087	Butyrivibrio crossotus	314817	292	88.3561643836	3528	1.60692084608	0.0802508102084
OTU-08832	Elusimicrobiaceae HGM08832	232224	246	85.7723577236	2535	1.59407296403	0.0796091775194
OTU-13255	Ruminococcaceae sp.	290982	285	90.5263157895	2875	1.44927177626	0.0723776995867
OTU-01737	Gardnerella vaginalis	550764	300	98.0	5294	1.40100115476	0.0699670292079
OTU-12556	Lachnospiraceae sp.	225399	199	89.4472361809	2131	1.37240182964	0.0685387578543
OTU-12115	Fusicatenibacter saccharivorans	52290	50	96.0	463	1.28561866514	0.0642047427215
OTU-10138	Lactobacillus salivarius	335043	298	87.2483221477	2808	1.19923711285	0.0598907843986
OTU-12697	Oscillospirales HGM12697	40803	60	65.0	332	1.17533024533	0.0586968578322
OTU-05026	Prevotella copri	402	2	50.0	3	1.11194029851	0.0555311172149
OTU-04934	Prevotella sp.	127434	126	71.4285714286	922	1.06650501436	0.0532620456712
OTU-13389	Ruminococcus sp.	28464	27	85.1851851852	199	1.02396008994	0.0511373208202
OTU-05233	Homeothermaceae sp.	305580	279	84.9462365591	1901	0.910583153348	0.0454751931289
OTU-12039	Blautia sp.	63324	71	64.7887323944	349	0.804908091719	0.040197702744
OTU-20495	Klebsiella oxytoca	46884	55	54.5454545455	259	0.802299291869	0.0400674173587
OTU-11980	Bacteroides pectinophilus	412965	299	84.2809364548	2194	0.770246873222	0.0384666959716
OTU-12838	DTU089 sp.	9495	12	58.3333333333	50	0.759452343339	0.0379276092014
OTU-13128	ER4 sp.	16134	21	76.1904761905	78	0.716065451841	0.0357608358948
OTU-12270	Dorea longicatena	38346	52	53.8461538462	186	0.701794189746	0.035048118558
OTU-20407	Enterobacter cloacae	97008	124	62.0967741935	459	0.694159244598	0.0346668237758
OTU-13311	Faecalibacterium sp.	37905	43	67.4418604651	178	0.688273314866	0.0343728761112
OTU-04214	Collinsella HGM04214	426	2	50.0	2	0.657276995305	0.0328248970902
OTU-20496	Klebsiella oxytoca	31206	43	46.511627907	139	0.650323655707	0.032477642191
OTU-11569	PeH17 sp.	317958	290	74.4827586207	1358	0.623516313475	0.031138863782
OTU-12034	Blautia sp.	6411	6	66.6666666667	28	0.621587895804	0.0310425571837
OTU-13278	Faecalibacterium HGM13278	41202	37	78.3783783784	156	0.558419494199	0.0278878806974
OTU-04372	Senegalimassilia HGM04372	130707	131	58.7786259542	493	0.555127116375	0.0277234569247
OTU-05060	Prevotella sp.	2640	5	40.0	9	0.4875	0.02434610894
OTU-04351	Eggerthellaceae sp.	15378	20	50.0	46	0.43926388347	0.0219371617649
OTU-04376	Senegalimassilia sp.	8253	9	66.6666666667	25	0.431842966194	0.0215665556922
OTU-13127	ER4 sp.	102381	109	57.7981651376	294	0.423066779969	0.0211282664903
OTU-20410	Enterobacter cloacae	28317	33	45.4545454545	81	0.41487445704	0.0207191358513
OTU-11397	Clostridia HGM11397	435468	261	73.5632183908	1225	0.410569777802	0.0205041570007
OTU-12170	Lachnospiraceae sp.	173394	146	60.9589041096	470	0.395227055146	0.0197379301346
OTU-12850	DTU089 sp.	174831	180	50.0	459	0.387185338985	0.0193363209085
OTU-04378	Slackia HGM04378	200769	158	67.0886075949	505	0.36864755017	0.0184105300859
OTU-12088	Lachnospiraceae HGM12088	99510	97	47.4226804124	240	0.350005024621	0.0174795086338
OTU-12265	Dorea formicigenerans	43668	48	50.0	106	0.347531373088	0.0173559726549
OTU-20414	Enterobacter aerogenes	230433	276	41.6666666667	534	0.341136035203	0.0170365847721
OTU-12876	DTU089 sp.	132603	155	42.5806451613	307	0.335233742826	0.0167418199451
OTU-13390	Ruminococcus callidus	83739	82	52.4390243902	187	0.32782813265	0.0163719783202
OTU-12641	Butyricicoccus HGM12641	100359	99	51.5151515152	208	0.305453422214	0.0152545688068
OTU-12152	Lachnospiraceae sp.	15096	16	56.25	30	0.290209326974	0.0144932674665
OTU-12239	Coprococcus catus	118251	98	56.1224489796	226	0.278373967239	0.0139022008871
OTU-13368	Ruminococcus HGM13368	326283	239	61.0878661088	620	0.277869211697	0.0138769930237
OTU-12243	Coprococcus comes	16233	16	56.25	30	0.272346454753	0.0136011824756
OTU-13500	Mogibacterium sp.	47451	44	43.1818181818	87	0.268656087332	0.0134168828094
OTU-13420	Subdoligranulum sp.	153624	163	41.717791411	276	0.263526532313	0.0131607090549
OTU-12290	Eubacterium sp.	195324	202	41.5841584158	344	0.254290307387	0.0126994451816
OTU-12282	Eubacterium sp.	40116	45	42.2222222222	67	0.237187157244	0.0118453012706
OTU-11437	Clostridia HGM11437	32475	32	46.875	52	0.235134719015	0.0117428009943
OTU-08668	Bilophila wadsworthia	53298	52	46.1538461538	85	0.233141956546	0.0116432809694
OTU-12374	KLE1615 sp.	194778	138	52.1739130435	312	0.232675148117	0.0116199682127
OTU-12009	Ruminococcus obeum	50979	50	44.0	84	0.230840149866	0.0115283270489
OTU-05702	Parabacteroides sp.	170775	132	44.696969697	262	0.221197482067	0.0110467651193
OTU-05704	Parabacteroides distasonis	353586	283	45.5830388693	540	0.220797769142	0.0110268031615
OTU-13180	Ruminiclostridium HGM13180	126627	108	43.5185185185	166	0.19309467965	0.00964329047485
OTU-12316	Eubacterium HGM12316	214083	181	41.4364640884	281	0.19136503132	0.00955691056373
OTU-05333	Odoribacter splanchnicus	155340	145	42.0689655172	186	0.172968971289	0.008638197781
OTU-11503	Clostridia HGM11503	333543	167	54.4910179641	326	0.141954710487	0.00708932276116
OTU-12585	UBA7182 HGM12585	246018	155	41.2903225806	232	0.137957385232	0.00688969339474
OTU-12692	Oscillospirales sp.	469998	297	41.7508417508	435	0.135619726041	0.00677294897358
OTU-12819	DTU089 HGM12819	529407	299	40.1337792642	439	0.118944403833	0.00594017110466
OTU-12140	Lachnospiraceae HGM12140	528576	275	42.1818181818	371	0.102738300642	0.00513082637894
