species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-01767	Bifidobacterium sp.	9009	11	100.0	52076	853.792984793	40.4591016587
OTU-01779	Bifidobacterium sp.	5097	6	100.0	23504	680.37610359	32.2413119241
OTU-10308	Weissella cibaria	376113	300	100.0	479746	187.906294119	8.90440656165
OTU-01746	Bifidobacterium HGM01746	7839	10	60.0	9534	178.526215078	8.45990821342
OTU-01788	Bifidobacterium sp.	13704	16	93.75	9685	104.557136602	4.95469966876
OTU-20438	Escherichia coli	3069	5	100.0	471	22.5633756924	1.06922161128
OTU-05648	RC9 HGM05648	72111	51	98.0392156863	5612	11.4883304905	0.544403080703
OTU-11998	Blautia HGM11998	5112	7	100.0	173	5.02210485133	0.237984914774
OTU-13067	Oscillospiraceae sp.	11973	14	92.8571428571	246	3.03157103483	0.143658524805
OTU-13300	Faecalibacterium sp.	33222	41	87.8048780488	584	2.59207753898	0.122832033672
OTU-13278	Faecalibacterium HGM13278	41202	37	97.2972972973	665	2.38495704092	0.113017114323
OTU-12374	KLE1615 sp.	194778	138	100.0	3088	2.33296368173	0.110553279831
OTU-13279	Faecalibacterium HGM13279	4560	7	100.0	70	2.26074561404	0.107131047282
OTU-11969	Anaerostipes hadrus	13074	19	89.4736842105	189	2.11824996176	0.100378536797
OTU-12237	Coprococcus sp.	60378	51	84.3137254902	758	1.85312531054	0.0878149465515
OTU-12152	Lachnospiraceae sp.	15096	16	87.5	187	1.81577901431	0.0860451995252
OTU-12115	Fusicatenibacter saccharivorans	52290	50	94.0	633	1.78586727864	0.0846277576209
OTU-13263	Ruminococcaceae sp.	287847	291	90.3780068729	3134	1.60472056335	0.0760436704951
OTU-12979	Oscillospiraceae HGM12979	375783	291	97.9381443299	4007	1.57675839514	0.0747186136879
OTU-12270	Dorea longicatena	38346	52	86.5384615385	336	1.28425389871	0.060857561457
OTU-00344	Methanobrevibacter smithii	5529	14	64.2857142857	48	1.2779887864	0.0605606735457
OTU-16782	RF32 sp.	249285	261	86.2068965517	2078	1.22795194256	0.0581895533939
OTU-11888	Lachnospiraceae HGM11888	568050	274	100.0	4702	1.21696857671	0.0576690793173
OTU-04065	Atopobiaceae HGM04065	60114	56	73.2142857143	440	1.07911634561	0.0511366088809
OTU-12037	Blautia sp.	58497	47	78.7234042553	396	0.986221515633	0.0467345565843
OTU-13072	Oscillospiraceae HGM13072	116748	111	74.7747747748	769	0.974046664611	0.0461576210226
OTU-13313	Faecalibacterium sp.	4530	9	55.5555555556	28	0.907284768212	0.0429939427055
OTU-05292	UBA7173 HGM05292	251682	214	70.5607476636	1467	0.861456123203	0.0408222385098
OTU-12282	Eubacterium sp.	40116	45	68.8888888889	220	0.805090238309	0.0381512010246
OTU-11449	Clostridia sp.	318351	298	75.8389261745	1713	0.792782180675	0.0375679531367
OTU-12876	DTU089 sp.	132603	155	72.9032258065	685	0.759779190516	0.0360040244589
OTU-16785	RF32 HGM16785	508860	293	92.1501706485	2589	0.747101363833	0.035403254146
OTU-19512	Sutterella sp.	290154	274	80.2919708029	1459	0.740789373919	0.0351041448231
OTU-05233	Homeothermaceae sp.	305580	279	75.6272401434	1482	0.715910727142	0.0339252083396
OTU-13309	Faecalibacterium sp.	52164	54	79.6296296296	244	0.687428111341	0.0325754888307
OTU-13169	Oscillibacter sp.	5862	7	42.8571428571	26	0.65933128625	0.0312440509729
OTU-05704	Parabacteroides distasonis	353586	283	74.2049469965	1560	0.650942062186	0.0308465067493
OTU-12850	DTU089 sp.	174831	180	65.0	770	0.649844707174	0.0307945058559
OTU-10309	Weissella confusa	281895	289	69.5501730104	1231	0.644704588588	0.0305509285671
OTU-12731	DTU089 HGM12731	148416	159	67.9245283019	646	0.642781101768	0.0304597793657
OTU-11593	Christensenellales HGM11593	76590	84	69.0476190476	331	0.639809374592	0.0303189566908
OTU-13078	Oscillospiraceae sp.	15303	16	75.0	67	0.637195321179	0.0301950832757
OTU-12134	Lachnospiraceae sp.	415725	300	84.6666666667	1754	0.618500210476	0.0293091690109
OTU-04255	Collinsella HGM04255	18132	22	45.4545454545	74	0.602801676594	0.0285652549831
OTU-12642	Butyricicoccus HGM12642	38604	50	54.0	153	0.587322557248	0.0278317384582
OTU-13674	TANB77 HGM13674	71934	98	54.0816326531	286	0.576125337115	0.0273011303649
OTU-12490	Ruminococcus sp.	36915	38	55.2631578947	141	0.563185696871	0.0266879533661
OTU-01737	Gardnerella vaginalis	550764	300	89.6666666667	2019	0.541335308771	0.0256525184432
OTU-12239	Coprococcus catus	118251	98	77.5510204082	434	0.541162442601	0.0256443267502
OTU-11980	Bacteroides pectinophilus	412965	299	77.9264214047	1409	0.504301817345	0.0238975944498
OTU-12036	Blautia sp.	78939	83	56.6265060241	268	0.499524949645	0.0236712307067
OTU-13040	Oscillospiraceae sp.	3723	3	66.6666666667	12	0.482138060704	0.02284730978
OTU-12111	Lachnospiraceae sp.	121890	117	60.6837606838	399	0.481253589302	0.0228053969053
OTU-12471	Roseburia HGM12471	503556	244	88.5245901639	1640	0.478272525797	0.0226641318053
OTU-13127	ER4 sp.	102381	109	59.6330275229	328	0.476895127026	0.0225988603427
OTU-23550	Opitutales HGM23550	34215	34	58.8235294118	102	0.440537775829	0.0208759769338
OTU-13061	Oscillospiraceae HGM13061	16224	18	44.4444444444	47	0.427884615385	0.020276375492
OTU-19500	Sutterella HGM19500	31284	37	56.7567567568	92	0.425968546222	0.0201855777946
OTU-12044	Blautia sp.	21759	12	75.0	63	0.417712211039	0.0197943308408
OTU-13213	Ruminococcaceae HGM13213	228822	195	62.0512820513	629	0.40592687766	0.0192358535404
