species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-01767	Bifidobacterium sp.	9009	11	100.0	75403	1234.42834943	74.3524336004
OTU-10232	Lactobacillus reuteri	218463	223	97.7578475336	388500	260.314318672	15.6793248496
OTU-20491	Klebsiella pneumoniae	4329	14	64.2857142857	2686	90.7188727189	5.46420451479
OTU-01794	Bifidobacterium sp.	9408	12	100.0	970	15.2733843537	0.919950758212
OTU-04066	Atopobiaceae HGM04066	217557	211	99.5260663507	20047	13.6063100705	0.819539073717
OTU-04093	Libanicoccus HGM04093	38238	40	100.0	1333	5.16256080339	0.310952806228
OTU-11960	Agathobacter sp.	2001	3	100.0	47	3.41029485257	0.205409833387
OTU-04227	Collinsella HGM04227	2163	2	50.0	33	2.23300970874	0.134499265328
OTU-04378	Slackia HGM04378	200769	158	98.7341772152	2799	2.05972037516	0.12406165372
OTU-04062	Atopobiaceae HGM04062	52044	49	93.8775510204	628	1.79211820767	0.107943365122
OTU-05077	Prevotellamassilia HGM05077	319674	296	92.2297297297	3851	1.77000319075	0.106611327238
OTU-13105	Oscillospiraceae sp.	17988	18	77.7777777778	178	1.45669335112	0.0877399613478
OTU-04940	Prevotella HGM04940	22077	27	85.1851851852	204	1.34891516057	0.0812482352302
OTU-13128	ER4 sp.	16134	21	80.9523809524	135	1.23676707574	0.0744933004178
OTU-12939	Ruminococcus sp.	28980	44	63.6363636364	226	1.13240165631	0.0682071332849
OTU-05026	Prevotella copri	402	2	50.0	3	1.11940298507	0.0674241936832
OTU-04846	Prevotella HGM04846	9006	14	50.0	66	1.08994003997	0.0656495733333
OTU-12877	DTU089 sp.	110340	127	77.1653543307	758	1.000262824	0.0602481101789
OTU-01788	Bifidobacterium sp.	13704	16	81.25	92	0.988835376532	0.059559808967
OTU-12237	Coprococcus sp.	60378	51	80.3921568627	385	0.941402497598	0.0567028185365
OTU-13386	Ruminococcus sp.	230325	273	72.5274725275	1368	0.876179311842	0.0527742773697
OTU-12265	Dorea formicigenerans	43668	48	81.25	230	0.771961161491	0.046496980589
OTU-09870	Holdemanella sp.	393	1	100.0	2	0.725190839695	0.0436798974853
OTU-12115	Fusicatenibacter saccharivorans	52290	50	68.0	250	0.704322050105	0.042422922714
OTU-12143	Lachnospiraceae HGM12143	51237	49	73.4693877551	245	0.700899740422	0.0422167892
OTU-13103	Oscillospiraceae sp.	32850	39	64.1025641026	153	0.68496194825	0.0412568196442
OTU-08908	Campylobacteraceae HGM08908	569802	299	93.6454849498	2631	0.677049220606	0.0407802180197
OTU-05664	RC9 sp.	28386	33	63.6363636364	116	0.59952089058	0.0361105099616
OTU-12270	Dorea longicatena	38346	52	57.6923076923	146	0.556616074688	0.0335262550907
OTU-04954	Prevotella sp.	373710	292	69.5205479452	1382	0.546073158331	0.032891231204
OTU-13434	Gemmiger formicilis	17439	18	55.5555555556	62	0.524112621137	0.0315684979855
OTU-04832	Prevotella HGM04832	2901	4	50.0	10	0.513960703206	0.0309570248253
OTU-04372	Senegalimassilia HGM04372	130707	131	63.358778626	401	0.453946613418	0.0273422393838
OTU-12433	Oribacterium HGM12433	6486	7	71.4285714286	20	0.452050570459	0.0272280363941
OTU-13282	Faecalibacterium HGM13282	13608	20	45.0	41	0.441504997061	0.0265928524676
OTU-19500	Sutterella HGM19500	31284	37	40.5405405405	91	0.431626390487	0.0259978414735
OTU-04934	Prevotella sp.	127434	126	53.1746031746	348	0.401038969192	0.0241554913591
OTU-04924	Prevotella sp.	208707	162	64.8148148148	542	0.383389153215	0.0230924027067
OTU-04986	Prevotella sp.	68169	51	68.6274509804	177	0.382373219499	0.0230312107029
OTU-08837	Elusimicrobiaceae HGM08837	78753	81	54.3209876543	208	0.38073470217	0.0229325190689
OTU-12106	Lachnospiraceae sp.	66639	59	50.8474576271	168	0.372589624694	0.0224419224843
OTU-13300	Faecalibacterium sp.	33222	41	41.4634146341	82	0.364728192162	0.0219684104812
OTU-13500	Mogibacterium sp.	47451	44	56.8181818182	114	0.357358116794	0.0215244940403
OTU-12243	Coprococcus comes	16233	16	56.25	39	0.352060617261	0.0212054135668
OTU-13078	Oscillospiraceae sp.	15303	16	56.25	36	0.349539306018	0.0210535492429
OTU-13123	ER4 HGM13123	20784	27	48.1481481481	49	0.349451501155	0.0210482605557
OTU-12490	Ruminococcus sp.	36915	38	50.0	87	0.346119463633	0.0208475643398
OTU-13412	Ruminococcus bicirculans	95007	99	51.5151515152	224	0.345521908912	0.0208115722567
OTU-13278	Faecalibacterium HGM13278	41202	37	56.7567567568	92	0.33245958934	0.0200247989709
OTU-13180	Ruminiclostridium HGM13180	126627	108	62.037037037	282	0.327197201229	0.0197078333383
OTU-11464	Clostridia sp.	176739	193	47.1502590674	391	0.324325700609	0.0195348763099
OTU-12009	Ruminococcus obeum	50979	50	54.0	110	0.320210282665	0.0192869953052
OTU-12405	Lachnospira sp.	119586	118	44.9152542373	254	0.312469687087	0.0188207615874
OTU-05666	RC9 sp.	333243	249	58.2329317269	670	0.295060961521	0.01777219436
OTU-01807	Gardnerella vaginalis	173709	166	45.1807228916	334	0.281234708622	0.0169394076283
OTU-12281	Eubacterium sp.	130137	150	40.6666666667	244	0.273650076458	0.0164825679425
OTU-12403	Lachnospira pectinoschiza	109881	114	44.7368421053	197	0.262265541813	0.0157968514676
OTU-12170	Lachnospiraceae sp.	173394	146	49.3150684932	305	0.259524551023	0.0156317553437
OTU-04911	Prevotella HGM04911	173910	156	46.7948717949	307	0.259122534644	0.0156075409808
OTU-11569	PeH17 sp.	317958	290	47.5862068966	547	0.252608835129	0.0152152060097
