species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-01779	Bifidobacterium sp.	5097	6	100.0	44933	1300.85952521	49.2925047782
OTU-01767	Bifidobacterium sp.	9009	11	100.0	51613	845.831168831	32.0504528914
OTU-01746	Bifidobacterium HGM01746	7839	10	60.0	9350	174.427733129	6.60946066972
OTU-10308	Weissella cibaria	376113	300	100.0	401736	157.180110765	5.95590931283
OTU-01788	Bifidobacterium sp.	13704	16	93.75	6590	71.1910391127	2.69758922283
OTU-20438	Escherichia coli	3069	5	100.0	407	19.4604105572	0.737398898024
OTU-05648	RC9 HGM05648	72111	51	96.0784313725	5083	10.4003966108	0.394094511895
OTU-11998	Blautia HGM11998	5112	7	100.0	210	6.061228482	0.229673633563
OTU-13067	Oscillospiraceae sp.	11973	14	85.7142857143	266	3.29082101395	0.124696638961
OTU-13300	Faecalibacterium sp.	33222	41	90.243902439	541	2.41457467943	0.0914936867635
OTU-13279	Faecalibacterium HGM13279	4560	7	85.7142857143	65	2.0798245614	0.0788092489188
OTU-12374	KLE1615 sp.	194778	138	98.5507246377	2750	2.07458234503	0.0786106095033
OTU-13278	Faecalibacterium HGM13278	41202	37	91.8918918919	564	2.02004757051	0.076544163756
OTU-12152	Lachnospiraceae sp.	15096	16	81.25	194	1.89507154213	0.0718085398423
OTU-12115	Fusicatenibacter saccharivorans	52290	50	94.0	621	1.75108051253	0.0663523945959
OTU-12979	Oscillospiraceae HGM12979	375783	291	97.5945017182	3609	1.41887738402	0.0537644679353
OTU-13263	Ruminococcaceae sp.	287847	291	90.3780068729	2746	1.40370057704	0.0531893844493
OTU-11969	Anaerostipes hadrus	13074	19	63.1578947368	111	1.24942634236	0.0473435853427
OTU-12237	Coprococcus sp.	60378	51	68.6274509804	506	1.22915631521	0.046575508244
OTU-11888	Lachnospiraceae HGM11888	568050	274	99.2700729927	4534	1.17435965144	0.0444991389216
OTU-16782	RF32 sp.	249285	261	83.1417624521	1914	1.12991956997	0.0428152038881
OTU-12270	Dorea longicatena	38346	52	82.6923076923	287	1.09719397069	0.0415751570362
OTU-04065	Atopobiaceae HGM04065	60114	56	80.3571428571	438	1.07291146821	0.0406550381869
OTU-13313	Faecalibacterium sp.	4530	9	55.5555555556	27	0.880353200883	0.0333585706373
OTU-13072	Oscillospiraceae HGM13072	116748	111	76.5765765766	663	0.840913762977	0.03186412128
OTU-05292	UBA7173 HGM05292	251682	214	74.7663551402	1376	0.805862159392	0.0305359368729
OTU-05026	Prevotella copri	402	2	50.0	2	0.746268656716	0.0282778044932
OTU-16785	RF32 HGM16785	508860	293	92.4914675768	2514	0.726610462603	0.0275329111296
OTU-11449	Clostridia sp.	318351	298	76.1744966443	1497	0.694111216864	0.0263014413246
OTU-12037	Blautia sp.	58497	47	80.8510638298	268	0.674205514813	0.0255471693264
OTU-12731	DTU089 HGM12731	148416	159	70.4402515723	679	0.674138906856	0.0255446454005
OTU-13169	Oscillibacter sp.	5862	7	85.7142857143	26	0.659672466735	0.0249964793188
OTU-05704	Parabacteroides distasonis	353586	283	78.0918727915	1558	0.647488871166	0.0245348153718
OTU-05233	Homeothermaceae sp.	305580	279	73.835125448	1334	0.646295569082	0.0244895984614
OTU-19512	Sutterella sp.	290154	274	70.802919708	1232	0.626853326165	0.0237528879763
OTU-12876	DTU089 sp.	132603	155	58.064516129	532	0.590559791257	0.022377643987
OTU-11593	Christensenellales HGM11593	76590	84	67.8571428571	299	0.574748661705	0.0217785245865
OTU-04255	Collinsella HGM04255	18132	22	50.0	69	0.564416501213	0.0213870156952
OTU-13309	Faecalibacterium sp.	52164	54	66.6666666667	195	0.554462847941	0.0210098492972
OTU-12036	Blautia sp.	78939	83	62.6506024096	290	0.539859891815	0.0204565103158
OTU-12850	DTU089 sp.	174831	180	61.1111111111	637	0.534939455817	0.0202700638854
OTU-12239	Coprococcus catus	118251	98	76.5306122449	428	0.53224074215	0.0201678035308
OTU-12642	Butyricicoccus HGM12642	38604	50	44.0	128	0.491218526578	0.0186133791537
OTU-12111	Lachnospiraceae sp.	121890	117	67.5213675214	400	0.483238985971	0.0183110163421
OTU-11980	Bacteroides pectinophilus	412965	299	72.9096989967	1302	0.4644073953	0.0175974448495
OTU-23550	Opitutales HGM23550	34215	34	55.8823529412	108	0.46228262458	0.0175169324891
OTU-19500	Sutterella HGM19500	31284	37	43.2432432432	98	0.458956655159	0.0173909039977
OTU-13061	Oscillospiraceae HGM13061	16224	18	61.1111111111	50	0.454080374753	0.0172061307224
OTU-10309	Weissella confusa	281895	289	56.0553633218	866	0.452320899626	0.0171394602368
OTU-13127	ER4 sp.	102381	109	58.7155963303	298	0.431720729432	0.0163588732726
OTU-12044	Blautia sp.	21759	12	66.6666666667	63	0.424927616159	0.0161014668717
OTU-13078	Oscillospiraceae sp.	15303	16	43.75	43	0.419133503235	0.0158819148497
OTU-12471	Roseburia HGM12471	503556	244	90.5737704918	1428	0.41754243818	0.0158216258022
OTU-12490	Ruminococcus sp.	36915	38	55.2631578947	105	0.414817824732	0.0157183840464
OTU-12282	Eubacterium sp.	40116	45	48.8888888889	110	0.398718715724	0.015108352454
OTU-13413	Ruminococcus champanellensis	382221	296	68.5810810811	1029	0.396587314669	0.0150275888552
OTU-13213	Ruminococcaceae HGM13213	228822	195	63.5897435897	607	0.391046315477	0.0148176278841
OTU-13068	Oscillospiraceae sp.	278796	186	66.6666666667	704	0.373828892811	0.014165220862
OTU-12127	Lachnospiraceae sp.	199071	187	60.9625668449	495	0.366864083669	0.0139013085169
OTU-12663	Oscillospirales HGM12663	323046	173	84.3930635838	802	0.366498888703	0.0138874704551
OTU-12536	Ruminococcus lactaris	130053	126	49.2063492063	319	0.359899425619	0.0136374018971
OTU-12039	Blautia sp.	63324	71	50.7042253521	150	0.350909607732	0.0132967573982
OTU-12034	Blautia sp.	6411	6	66.6666666667	15	0.349711433474	0.01325135587
OTU-12887	DTU089 sp.	154938	167	44.9101796407	346	0.324942880378	0.0123128194653
OTU-12635	Butyricicoccaceae sp.	192471	198	47.9797979798	405	0.311880750866	0.0118178658836
OTU-13194	Ruminococcaceae HGM13194	241824	160	70.625	510	0.311594382692	0.0118070147468
OTU-13346	Ruminiclostridium HGM13346	99366	106	47.1698113208	203	0.299690034821	0.0113559321257
OTU-13420	Subdoligranulum sp.	153624	163	44.1717791411	292	0.278999375098	0.0105719163089
OTU-12397	Lachnospira sp.	126978	130	45.3846153846	237	0.274023846651	0.0103833823011
OTU-13180	Ruminiclostridium HGM13180	126627	108	52.7777777778	231	0.270455747984	0.0102481789858
OTU-13086	Oscillospiraceae HGM13086	53703	34	50.0	97	0.26436139508	0.0100172501931
OTU-12881	DTU089 sp.	335730	297	47.4747474747	600	0.263697018437	0.00999207546196
OTU-23479	UBA1784 HGM23479	247635	167	60.4790419162	438	0.26171986997	0.00991715684208
OTU-11862	Lachnospiraceae HGM11862	257031	165	64.8484848485	458	0.260898490844	0.00988603293229
OTU-11539	Christensenellales HGM11539	207327	158	51.2658227848	368	0.260800571079	0.00988232253129
OTU-11840	Lachnospiraceae HGM11840	234798	219	45.6621004566	408	0.256215981397	0.00970860207615
OTU-11532	UBA1381 sp.	261453	250	44.8	435	0.242743437635	0.00919809697173
OTU-04757	Bacteroides plebeius	32991	33	48.4848484848	53	0.237125276591	0.00898521216383
OTU-23466	UBA1784 HGM23466	331947	271	52.0295202952	532	0.236308808334	0.00895427433798
OTU-12288	Eubacterium sp.	357258	296	44.5945945946	555	0.229707942159	0.00870415261374
OTU-23480	UBA1784 HGM23480	448584	297	55.5555555556	699	0.229589107057	0.00869964968337
OTU-05333	Odoribacter splanchnicus	155340	145	46.8965517241	242	0.22916827604	0.00868370344588
OTU-11569	PeH17 sp.	317958	290	44.1379310345	491	0.22704571044	0.00860327464251
OTU-01737	Gardnerella vaginalis	550764	300	65.6666666667	811	0.217042145093	0.00822421696326
OTU-11342	Clostridia HGM11342	429204	282	45.0354609929	620	0.211999422186	0.00803313680575
OTU-11565	Christensenellales sp.	289062	267	41.1985018727	409	0.208138738402	0.00788684677966
OTU-12559	Lachnospiraceae sp.	279789	243	40.7407407407	393	0.206966678461	0.00784243478197
OTU-12345	Lachnospiraceae sp.	279498	208	44.7115384615	371	0.195554172123	0.00740998914713
OTU-12585	UBA7182 HGM12585	246018	155	55.4838709677	305	0.182901251128	0.00693054140007
OTU-12134	Lachnospiraceae sp.	415725	300	42.6666666667	486	0.171327199471	0.00649197444833
OTU-11780	Lachnospirales HGM11780	618204	298	57.0469798658	714	0.170278742939	0.00645224606292
OTU-11590	Christensenellales HGM11590	486372	299	45.4849498328	504	0.153102974678	0.00580141742025
OTU-23467	UBA1784 sp.	398001	208	44.2307692308	316	0.117364026724	0.00444718798297
