species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-01767	Bifidobacterium sp.	9009	11	100.0	58251	955.441669442	38.833446839
OTU-01779	Bifidobacterium sp.	5097	6	100.0	27399	794.041593094	32.2734217897
OTU-10308	Weissella cibaria	376113	300	100.0	602259	235.877353349	9.58711657105
OTU-01746	Bifidobacterium HGM01746	7839	10	60.0	11222	209.627375941	8.52019942185
OTU-01788	Bifidobacterium sp.	13704	16	93.75	11237	121.274518389	4.92914189678
OTU-20438	Escherichia coli	3069	5	100.0	566	27.0016291952	1.09746765863
OTU-05648	RC9 HGM05648	72111	51	100.0	7229	14.8039550138	0.601699317103
OTU-11729	Clostridium perfringens	345603	286	98.2517482517	21254	8.97878490638	0.364938203443
OTU-11998	Blautia HGM11998	5112	7	100.0	262	7.52249608764	0.305748075742
OTU-13067	Oscillospiraceae sp.	11973	14	92.8571428571	336	4.14265430552	0.168376103839
OTU-13279	Faecalibacterium HGM13279	4560	7	100.0	104	3.36907894737	0.13693452189
OTU-12374	KLE1615 sp.	194778	138	100.0	4231	3.19469344587	0.129846710757
OTU-13300	Faecalibacterium sp.	33222	41	90.243902439	667	2.96734091867	0.120606081463
OTU-13278	Faecalibacterium HGM13278	41202	37	94.5945945946	806	2.88677734091	0.117331615304
OTU-12237	Coprococcus sp.	60378	51	84.3137254902	1038	2.52464473815	0.102612917525
OTU-12115	Fusicatenibacter saccharivorans	52290	50	94.0	838	2.35970548862	0.095909044559
OTU-11969	Anaerostipes hadrus	13074	19	84.2105263158	207	2.31864769772	0.0942402712667
OTU-12152	Lachnospiraceae sp.	15096	16	100.0	236	2.30895601484	0.0938463576831
OTU-13263	Ruminococcaceae sp.	287847	291	93.470790378	3845	1.97120345183	0.0801185743765
OTU-12979	Oscillospiraceae HGM12979	375783	291	99.3127147766	4769	1.87708597781	0.07629321691
OTU-11888	Lachnospiraceae HGM11888	568050	274	100.0	6613	1.71522753279	0.069714561696
OTU-12270	Dorea longicatena	38346	52	88.4615384615	406	1.55239138372	0.0630961681921
OTU-00344	Methanobrevibacter smithii	5529	14	71.4285714286	58	1.54241273286	0.0626905909394
OTU-16782	RF32 sp.	249285	261	90.0383141762	2502	1.48179794211	0.0602269332097
OTU-12037	Blautia sp.	58497	47	85.1063829787	523	1.32146947707	0.0537104632635
OTU-13072	Oscillospiraceae HGM13072	116748	111	76.5765765766	969	1.22409805735	0.0497528508085
OTU-04065	Atopobiaceae HGM04065	60114	56	75.0	472	1.16155970323	0.0472110108114
OTU-12876	DTU089 sp.	132603	155	80.0	1000	1.10616652715	0.0449595829878
OTU-12282	Eubacterium sp.	40116	45	82.2222222222	279	1.02121348091	0.0415067090858
OTU-16785	RF32 HGM16785	508860	293	96.2457337884	3418	0.985090201627	0.0400384965404
OTU-11449	Clostridia sp.	318351	298	81.2080536913	2046	0.947758920186	0.0385211853537
OTU-12731	DTU089 HGM12731	148416	159	79.8742138365	920	0.912927177663	0.0371054666711
OTU-05233	Homeothermaceae sp.	305580	279	83.1541218638	1829	0.882093068918	0.0358522298058
OTU-05292	UBA7173 HGM05292	251682	214	78.9719626168	1496	0.876443289548	0.0356225973606
OTU-01737	Gardnerella vaginalis	550764	300	98.6666666667	3247	0.869506721572	0.0353406640387
OTU-04255	Collinsella HGM04255	18132	22	45.4545454545	104	0.852195014339	0.034637038392
OTU-13313	Faecalibacterium sp.	4530	9	55.5555555556	26	0.85055187638	0.0345702538748
OTU-10309	Weissella confusa	281895	289	80.6228373702	1615	0.845754624949	0.0343752719996
OTU-19512	Sutterella sp.	290154	274	84.3065693431	1627	0.827047016412	0.0336149106454
OTU-12239	Coprococcus catus	118251	98	87.7551020408	633	0.789160345367	0.0320750259272
OTU-05704	Parabacteroides distasonis	353586	283	81.9787985866	1883	0.785726810451	0.0319354716248
OTU-12850	DTU089 sp.	174831	180	80.0	924	0.78111433327	0.0317479998061
OTU-12134	Lachnospiraceae sp.	415725	300	88.6666666667	2120	0.749716759877	0.0304718612032
OTU-11593	Christensenellales HGM11593	76590	84	69.0476190476	388	0.747499673587	0.0303817488443
OTU-12036	Blautia sp.	78939	83	79.5180722892	387	0.720480370919	0.0292835628563
