species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-01767	Bifidobacterium sp.	9009	11	63.6363636364	58135	949.748584749	55.7021217593
OTU-10135	Lactobacillus ruminis	284763	249	100.0	493840	254.453724676	14.9235414315
OTU-01769	Bifidobacterium sp.	82953	76	100.0	96879	172.328077345	10.1069269288
OTU-01788	Bifidobacterium sp.	13704	16	93.75	6310	67.8960887332	3.98206037085
OTU-20438	Escherichia coli	3069	5	100.0	1314	62.7100032584	3.67789991279
OTU-20408	Enterobacter cloacae	5328	10	80.0	1518	41.9911786787	2.46275465437
OTU-20491	Klebsiella pneumoniae	4329	14	71.4285714286	970	32.9170709171	1.93056427946
OTU-01770	Bifidobacterium sp.	324933	298	99.6644295302	34694	15.7513579723	0.923806651291
OTU-20493	Klebsiella pneumoniae	11613	19	78.9473684211	981	12.4698183071	0.731346536136
OTU-04093	Libanicoccus HGM04093	38238	40	100.0	2460	9.5039489513	0.557400274326
OTU-04846	Prevotella HGM04846	9006	14	78.5714285714	358	5.81190317566	0.340864249279
OTU-12236	Coprococcus eutactus	295593	280	97.5	10559	5.26097370371	0.308552602786
OTU-05079	Prevotellamassilia sp.	325293	228	100.0	10722	4.86248090183	0.285181265437
OTU-05026	Prevotella copri	402	2	50.0	11	3.89303482587	0.228323898941
OTU-20409	Enterobacter hormaechei	79326	91	64.8351648352	1534	2.84926757936	0.167107645306
OTU-12863	DTU089 HGM12863	76347	78	80.7692307692	1423	2.73873236669	0.160624828724
OTU-10138	Lactobacillus salivarius	335043	298	95.9731543624	6192	2.70306796441	0.15853313529
OTU-14006	Acidaminococcus fermentans	37521	38	89.4736842105	625	2.471522614	0.144953154747
OTU-20495	Klebsiella oxytoca	46884	55	72.7272727273	757	2.37897790291	0.139525469096
OTU-19512	Sutterella sp.	290154	274	98.5401459854	4475	2.26521088801	0.132853109466
OTU-12115	Fusicatenibacter saccharivorans	52290	50	98.0	732	2.0559762861	0.120581639458
OTU-13255	Ruminococcaceae sp.	290982	285	95.0877192982	3913	1.98428425126	0.116376949378
OTU-08832	Elusimicrobiaceae HGM08832	232224	246	90.6504065041	3081	1.94667648477	0.114171278928
OTU-12939	Ruminococcus sp.	28980	44	72.7272727273	363	1.83347135956	0.107531873753
OTU-12149	Lachnospiraceae sp.	20577	18	72.2222222222	250	1.78767556009	0.104845980624
OTU-12556	Lachnospiraceae sp.	225399	199	89.4472361809	2584	1.68408023106	0.0987701835929
OTU-20414	Enterobacter aerogenes	230433	276	85.8695652174	2634	1.67794977282	0.0984106363014
OTU-12087	Butyrivibrio crossotus	314817	292	88.0136986301	3508	1.63849474457	0.0960966251799
OTU-12697	Oscillospirales HGM12697	40803	60	76.6666666667	428	1.53773006887	0.0901868440811
OTU-20496	Klebsiella oxytoca	31206	43	55.8139534884	312	1.47635070179	0.0865869850937
OTU-04934	Prevotella sp.	127434	126	76.1904761905	1213	1.40254563146	0.0822583668892
OTU-20407	Enterobacter cloacae	97008	124	82.2580645161	896	1.35596033317	0.0795261701799
OTU-13389	Ruminococcus sp.	28464	27	81.4814814815	257	1.33322793704	0.0781929302919
